Record ID,Seed Size (mm),Seed Weight (g),Germination Rate (%),Seed Purity (%),Seed Viability (%),Seed Coat Thickness (mm),Soil pH,Organic Matter (%),Temperature (°C),Rainfall (mm),Humidity (%),Fertilizer Amount (kg/ha),Irrigation (mm),Planting Density (plants/ha),Planting Depth (cm),Crop Yield (kg/ha),Field Size (ha),Harvest Date,Fertilizer Type_Urea,Pest Incidence_Low,Pest Incidence_Moderate,Disease Incidence_Low,Disease Incidence_Moderate,Crop Variety_Variety B,Crop Variety_Variety C
442,5.35,0.22,93.69,95.43,98.33,0.26,6.1,2.6,29.5,114.9,66.5,106.0,59.0,1151.0,3.5,3023.0,2.7,2024-08-09,True,False,True,False,False,False,False
443,5.11,0.28,88.71,92.39,97.87,0.26,6.4,2.5,25.6,133.7,67.1,107.0,52.0,1064.0,3.1,3259.0,2.6,2024-08-30,True,False,False,True,False,True,False
444,4.62,0.22,91.5,98.4,97.01,0.33,6.4,2.4,23.9,101.5,61.2,105.0,60.0,950.0,2.5,3780.0,2.9,2024-09-07,True,True,False,False,False,False,True
445,5.33,0.27,97.29,94.09,96.62,0.3,6.6,2.4,21.9,120.5,70.6,119.0,55.0,1099.0,2.6,3721.0,3.3,2024-09-28,False,True,False,False,True,False,True
446,5.39,0.29,85.72,98.21,90.38,0.29,6.5,2.1,27.5,90.5,63.4,105.0,54.0,1175.0,3.2,3672.0,3.1,2024-08-20,False,True,False,False,False,False,False
447,4.5,0.21,91.95,96.75,94.17,0.32,6.5,2.1,21.9,140.4,74.5,124.0,42.0,1197.0,2.7,3012.0,4.0,2024-08-15,False,True,False,False,True,False,True
448,4.78,0.27,87.3,95.8,99.04,0.28,6.7,2.2,26.2,110.2,64.2,89.0,44.0,1171.0,2.9,3245.0,3.2,2024-08-17,True,False,False,False,True,False,False
449,4.82,0.27,97.63,94.38,98.61,0.31,6.2,2.7,25.1,129.0,77.8,96.0,58.0,1125.0,3.0,3603.0,3.0,2024-08-09,False,False,False,False,False,True,False
450,5.48,0.27,85.57,93.27,96.23,0.26,6.0,2.5,23.3,116.3,65.3,80.0,54.0,1054.0,2.7,3320.0,3.4,2024-09-02,True,False,False,False,False,False,False
451,4.57,0.21,85.95,98.12,97.52,0.33,6.7,2.7,24.8,128.5,60.8,107.0,56.0,1050.0,2.9,3277.0,3.5,2024-08-11,False,False,False,False,False,False,False
452,5.19,0.29,89.45,97.7,95.61,0.34,6.5,2.5,25.8,135.0,79.3,74.0,41.0,1181.0,3.0,3615.0,3.2,2024-08-06,True,False,False,True,False,False,False
453,4.59,0.28,94.71,93.12,93.06,0.33,6.1,2.9,22.6,125.6,78.7,111.0,48.0,1107.0,2.8,3277.0,4.0,2024-09-11,False,False,False,False,False,True,False
454,5.25,0.26,89.62,90.49,90.31,0.31,6.8,2.5,28.4,92.0,67.3,84.0,49.0,922.0,3.5,3223.0,3.9,2024-09-10,False,False,False,False,True,False,True
455,4.93,0.3,92.2,99.31,90.05,0.32,6.9,2.1,21.0,115.5,78.7,103.0,51.0,942.0,2.5,3810.0,2.6,2024-08-19,False,False,True,False,False,False,True
456,5.13,0.29,87.71,96.65,90.79,0.31,6.2,2.7,23.0,117.8,72.0,80.0,55.0,991.0,3.2,3158.0,3.5,2024-08-26,True,False,True,True,False,False,True
457,4.63,0.24,88.21,97.48,92.62,0.34,6.9,2.2,26.1,95.3,67.8,113.0,53.0,1087.0,2.8,3378.0,2.7,2024-08-04,True,False,True,True,False,False,True
458,5.22,0.25,94.21,92.49,93.24,0.28,6.0,2.3,28.0,143.8,70.4,97.0,41.0,1164.0,2.5,3945.0,3.2,2024-08-30,False,False,True,False,True,True,False
459,4.84,0.29,85.32,95.81,95.49,0.27,6.4,2.7,27.3,90.0,78.7,80.0,45.0,979.0,2.5,3123.0,4.0,2024-08-21,False,False,True,False,False,False,False
460,4.82,0.21,86.39,97.19,98.55,0.28,6.0,2.2,20.6,96.2,68.6,84.0,50.0,976.0,3.4,3906.0,3.4,2024-08-09,True,False,False,False,True,True,False
461,4.85,0.24,90.35,97.28,94.52,0.34,6.9,2.3,25.6,95.7,64.0,95.0,44.0,1163.0,2.7,3456.0,3.4,2024-08-21,True,False,False,False,False,False,False
462,5.19,0.24,96.3,95.68,94.4,0.26,6.5,2.8,26.1,139.9,69.9,77.0,40.0,991.0,3.2,3790.0,2.9,2024-08-29,False,False,True,True,False,True,False
463,5.0,0.24,90.34,92.31,91.36,0.27,6.1,2.2,20.1,127.6,66.3,128.0,44.0,1004.0,2.9,3008.0,3.8,2024-08-19,False,True,False,True,False,False,False
464,4.53,0.29,96.6,95.36,95.44,0.32,6.4,2.6,20.4,93.2,69.1,103.0,58.0,931.0,3.3,3210.0,3.1,2024-09-25,True,False,False,False,True,False,False
465,4.82,0.24,86.96,95.04,98.02,0.29,6.5,2.8,27.1,119.4,65.2,123.0,52.0,966.0,2.8,3803.0,2.6,2024-08-21,False,False,True,False,False,False,True
466,5.49,0.21,95.35,93.95,94.92,0.34,6.4,2.5,20.5,90.1,64.9,111.0,42.0,934.0,2.9,3648.0,3.6,2024-08-30,False,True,False,False,True,False,True
467,4.68,0.21,97.23,92.61,98.53,0.34,6.8,2.2,28.2,136.2,71.9,90.0,45.0,937.0,3.0,3585.0,3.0,2024-08-06,True,False,True,False,True,False,False
468,4.98,0.24,93.33,99.01,91.64,0.29,6.1,2.6,27.3,145.9,65.6,127.0,41.0,1081.0,2.6,3894.0,3.3,2024-08-14,True,False,False,False,True,False,False
469,5.17,0.28,86.95,90.39,98.79,0.28,6.1,2.5,26.0,91.9,65.5,72.0,48.0,1169.0,3.5,3637.0,2.7,2024-09-01,True,True,False,True,False,True,False
470,5.41,0.25,87.0,99.22,97.57,0.32,6.7,2.2,22.1,131.3,64.4,96.0,56.0,1135.0,3.0,3792.0,3.8,2024-09-24,True,False,True,False,False,False,False
471,5.15,0.22,88.56,93.15,91.17,0.28,6.2,2.5,29.1,96.3,74.4,111.0,42.0,1177.0,3.1,3364.0,3.6,2024-09-16,False,False,True,True,False,True,False
472,4.76,0.27,85.52,98.39,94.48,0.31,6.2,2.7,27.7,118.4,72.4,97.0,58.0,1049.0,3.3,3801.0,3.1,2024-08-26,True,False,True,False,True,False,False
473,4.73,0.24,95.74,92.28,95.24,0.33,6.4,2.6,22.5,96.6,75.9,76.0,45.0,1157.0,2.8,3973.0,4.0,2024-08-24,False,False,False,False,False,False,False
474,4.77,0.2,94.17,94.51,91.01,0.32,6.0,2.9,21.4,97.6,63.5,128.0,54.0,1140.0,2.9,3336.0,2.9,2024-08-29,True,True,False,False,True,False,True
475,4.98,0.26,93.21,92.57,99.49,0.27,7.0,2.0,24.8,110.0,69.0,104.0,49.0,1024.0,3.2,3686.0,3.7,2024-08-08,True,False,False,False,False,False,True
476,4.75,0.26,92.61,93.7,94.86,0.28,6.1,2.2,21.1,131.0,73.2,127.0,55.0,916.0,3.4,3863.0,3.2,2024-09-20,False,True,False,False,True,True,False
477,5.09,0.3,91.92,99.05,90.83,0.27,6.4,2.6,28.2,149.3,67.8,73.0,56.0,1081.0,2.7,3495.0,3.6,2024-08-13,True,False,False,False,True,False,False
478,5.27,0.25,88.97,99.74,96.63,0.29,6.3,2.7,22.4,100.3,70.6,87.0,53.0,935.0,3.2,3283.0,2.5,2024-08-03,True,False,False,True,False,False,False
479,4.63,0.29,96.28,92.34,97.78,0.31,7.0,2.4,26.8,93.8,67.9,128.0,51.0,986.0,2.6,3704.0,3.5,2024-09-03,False,False,False,False,True,True,False
480,4.87,0.3,85.29,93.04,99.21,0.28,6.3,2.5,28.2,96.2,78.9,118.0,44.0,1114.0,2.9,3402.0,3.7,2024-08-09,True,True,False,False,False,False,True
481,5.46,0.21,90.47,94.81,93.76,0.29,6.1,2.7,24.4,101.7,76.3,118.0,50.0,990.0,3.1,3288.0,2.9,2024-08-26,True,False,False,False,True,False,False
482,5.23,0.2,86.23,90.07,91.53,0.26,7.0,2.3,21.5,104.5,78.7,101.0,47.0,1162.0,2.9,3335.0,2.8,2024-09-23,True,False,False,False,True,False,True
483,4.88,0.23,93.8,92.9,95.77,0.26,6.2,2.4,29.4,112.6,73.3,85.0,43.0,918.0,2.8,3158.0,2.8,2024-08-31,True,False,False,False,False,True,False
484,5.26,0.2,92.25,93.79,95.07,0.31,6.3,2.3,27.3,142.3,63.9,76.0,58.0,1005.0,3.1,3360.0,2.7,2024-08-08,False,False,True,False,True,False,True
485,5.09,0.25,87.64,94.52,97.97,0.31,6.1,2.5,27.0,137.6,72.6,79.0,54.0,1103.0,2.5,3412.0,3.0,2024-09-25,True,False,False,False,True,False,True
486,5.17,0.22,92.68,99.13,97.98,0.34,7.0,2.0,26.2,114.8,77.2,85.0,60.0,1084.0,3.3,3086.0,2.8,2024-09-11,False,False,False,False,True,True,False
487,5.26,0.2,95.62,90.14,96.57,0.29,6.6,2.7,23.4,96.5,61.4,105.0,50.0,1123.0,3.0,3422.0,3.1,2024-08-31,False,False,False,True,False,False,True
488,4.53,0.23,97.69,98.74,93.29,0.31,6.8,2.4,20.2,94.5,70.2,128.0,54.0,921.0,2.7,3771.0,3.8,2024-09-09,False,False,False,False,False,False,True
489,5.12,0.26,85.37,98.29,97.88,0.28,6.7,2.2,20.4,102.1,63.6,90.0,48.0,1053.0,3.0,3271.0,2.5,2024-08-03,True,True,False,False,False,False,False
490,5.11,0.24,88.88,98.67,97.47,0.34,6.5,2.1,27.0,102.4,68.8,74.0,57.0,938.0,3.4,3864.0,3.2,2024-08-21,False,True,False,True,False,True,False
491,5.24,0.26,95.44,94.32,97.86,0.3,6.9,2.5,24.6,137.1,76.4,103.0,44.0,1040.0,3.5,3753.0,3.7,2024-08-14,True,True,False,False,True,False,True
492,4.53,0.25,93.41,98.3,90.49,0.34,6.5,2.2,23.2,106.9,70.6,73.0,43.0,1144.0,2.6,3233.0,3.2,2024-09-25,True,False,False,False,False,True,False
493,5.02,0.28,90.82,97.9,96.18,0.26,6.2,2.4,24.0,134.6,71.6,93.0,43.0,968.0,3.1,3423.0,3.3,2024-08-14,False,False,False,True,False,False,True
494,4.67,0.27,96.08,92.58,94.92,0.35,6.3,2.6,20.9,126.4,61.8,128.0,54.0,1136.0,3.2,3590.0,3.2,2024-08-25,True,False,False,False,True,False,True
495,5.36,0.3,91.49,99.32,95.83,0.3,6.5,2.2,20.0,104.5,70.2,93.0,49.0,1194.0,2.9,3452.0,2.7,2024-08-22,True,True,False,False,True,False,True
496,4.55,0.28,92.42,97.61,91.5,0.31,6.3,2.2,20.1,97.8,66.2,77.0,60.0,993.0,2.6,3199.0,3.4,2024-09-11,True,False,False,False,False,False,True
497,4.56,0.29,97.5,92.47,94.5,0.25,6.6,2.4,22.7,102.4,73.1,95.0,44.0,1107.0,3.1,3859.0,2.7,2024-08-16,True,False,False,False,True,False,False
498,5.29,0.27,86.5,96.95,94.42,0.34,6.1,2.6,23.8,147.4,66.6,128.0,58.0,981.0,3.3,3996.0,2.9,2024-09-30,True,False,False,False,True,False,False
499,4.94,0.25,88.83,90.15,92.2,0.28,6.4,2.2,28.7,132.3,61.7,109.0,53.0,1187.0,2.5,3248.0,3.9,2024-09-14,True,False,True,False,False,False,False
500,5.43,0.27,94.95,90.91,95.14,0.27,6.2,2.8,21.4,118.1,78.8,81.0,60.0,1198.0,3.1,3170.0,3.0,2024-09-05,True,False,True,False,True,True,False
501,4.92,0.23,88.65,99.72,91.53,0.32,6.0,2.6,29.2,107.3,63.7,109.0,54.0,1106.0,2.8,3252.0,3.9,2024-09-13,True,False,True,True,False,False,True
502,5.42,0.25,96.0,94.52,94.24,0.27,6.4,2.5,20.2,116.6,75.6,111.0,53.0,1173.0,2.5,3557.0,3.7,2024-08-19,True,False,True,False,True,False,False
503,5.04,0.23,86.77,98.88,94.71,0.34,6.6,2.7,28.0,129.5,68.0,101.0,56.0,1012.0,2.9,3096.0,3.9,2024-08-23,False,False,True,False,False,False,False
504,4.59,0.26,90.37,94.06,96.8,0.26,6.6,2.8,28.3,100.2,77.9,109.0,58.0,1046.0,3.0,3919.0,3.8,2024-08-31,True,False,False,False,True,False,True
505,4.95,0.23,90.11,93.88,92.87,0.28,6.9,2.1,26.8,100.4,66.9,74.0,45.0,1131.0,3.4,3222.0,3.2,2024-09-29,False,True,False,False,False,True,False
506,4.97,0.29,94.92,95.13,96.71,0.33,6.0,2.4,29.1,134.4,70.9,102.0,47.0,1056.0,3.2,3418.0,3.6,2024-09-17,True,True,False,True,False,False,True
507,5.36,0.22,90.87,94.08,96.87,0.27,6.6,2.9,24.2,144.7,79.9,76.0,45.0,1185.0,3.5,3098.0,2.5,2024-09-27,False,True,False,True,False,False,True
508,4.66,0.3,87.34,95.03,98.48,0.25,6.6,2.3,28.6,107.0,73.7,110.0,44.0,910.0,2.9,3289.0,3.7,2024-08-07,False,False,False,True,False,False,False
509,5.3,0.25,92.88,96.04,98.27,0.29,6.3,2.3,25.4,116.9,68.8,75.0,54.0,964.0,2.7,3413.0,2.8,2024-08-07,True,False,True,False,False,True,False
510,5.08,0.24,90.84,95.37,92.04,0.27,6.9,2.4,24.1,92.1,70.0,103.0,51.0,1112.0,2.7,3252.0,3.7,2024-08-27,False,True,False,False,False,False,False
511,5.45,0.21,91.47,92.14,90.6,0.28,6.1,2.7,25.3,98.6,60.2,118.0,44.0,1082.0,2.8,3585.0,3.0,2024-09-18,True,False,True,False,False,False,False
512,4.59,0.22,87.44,94.28,96.58,0.28,6.0,2.5,26.1,147.8,71.8,98.0,51.0,1178.0,3.3,3323.0,2.9,2024-08-04,True,False,True,False,True,False,True
513,4.76,0.25,94.67,95.03,90.68,0.32,6.8,2.3,26.6,115.6,77.8,121.0,51.0,1107.0,3.4,3496.0,3.0,2024-09-04,False,False,False,False,False,False,False
514,5.25,0.22,90.05,98.66,97.24,0.29,6.2,2.4,22.8,100.6,74.9,85.0,49.0,1016.0,3.5,3391.0,2.6,2024-09-29,False,True,False,False,True,False,False
515,4.59,0.26,92.79,94.19,94.32,0.26,6.5,2.5,21.5,96.2,62.5,76.0,52.0,959.0,2.8,3174.0,3.9,2024-09-29,False,False,True,False,True,False,False
516,5.35,0.22,89.26,92.1,94.92,0.25,6.7,2.5,29.0,99.9,76.1,118.0,43.0,1020.0,2.7,3255.0,2.9,2024-09-06,True,True,False,True,False,True,False
517,5.06,0.24,97.32,91.26,99.74,0.27,6.8,2.3,21.4,141.5,66.2,110.0,51.0,1042.0,3.0,3732.0,2.6,2024-09-11,False,False,True,False,True,True,False
518,5.17,0.29,85.75,91.41,97.17,0.29,6.4,2.1,25.1,97.6,69.5,116.0,45.0,1044.0,3.5,3687.0,3.8,2024-08-18,True,True,False,False,False,True,False
519,4.91,0.28,85.53,91.23,92.03,0.29,6.8,2.3,26.5,132.6,71.7,91.0,52.0,1003.0,2.6,3993.0,2.7,2024-09-16,False,True,False,False,True,False,False
520,4.57,0.29,88.92,96.5,93.29,0.29,6.3,2.3,24.1,133.2,70.2,127.0,41.0,1051.0,3.1,3920.0,2.6,2024-08-12,True,False,False,False,True,False,True
521,5.07,0.29,88.15,98.76,90.19,0.32,6.9,2.7,24.4,92.7,78.4,98.0,41.0,1107.0,3.0,3124.0,2.8,2024-09-06,False,False,False,False,True,True,False
522,4.56,0.26,93.09,95.06,98.17,0.34,6.6,2.0,27.0,115.1,71.3,109.0,47.0,1175.0,2.6,3672.0,2.5,2024-09-27,False,True,False,False,False,False,True
523,5.42,0.21,86.23,93.33,93.74,0.27,6.6,2.4,20.3,109.2,76.2,111.0,54.0,1109.0,2.8,3100.0,2.9,2024-08-06,True,False,True,False,False,True,False
524,5.33,0.3,91.42,90.1,91.4,0.28,6.6,2.1,29.4,111.9,78.3,117.0,55.0,1082.0,3.1,3638.0,3.4,2024-08-09,True,False,False,True,False,False,False
525,5.05,0.3,94.52,97.77,98.72,0.27,6.1,2.5,25.1,139.8,68.9,104.0,51.0,911.0,3.1,3828.0,2.7,2024-08-17,True,False,True,True,False,False,False
526,5.09,0.26,87.13,91.23,99.8,0.29,6.2,2.2,26.7,126.6,72.9,75.0,58.0,1017.0,2.8,3462.0,3.1,2024-08-22,True,True,False,False,True,True,False
527,5.36,0.29,88.94,98.64,97.82,0.34,6.2,2.6,22.7,139.4,60.1,104.0,47.0,997.0,3.1,3851.0,3.4,2024-08-01,True,False,False,False,False,False,True
528,5.35,0.23,91.75,94.51,90.12,0.31,6.7,2.6,27.4,124.3,61.3,77.0,52.0,982.0,2.6,3430.0,3.3,2024-08-16,True,False,False,False,True,False,True
529,4.83,0.27,93.37,93.33,97.55,0.31,6.6,2.6,20.1,131.8,67.5,127.0,56.0,1076.0,2.8,3204.0,3.0,2024-08-20,False,False,False,True,False,True,False
530,4.98,0.23,91.69,91.65,99.78,0.26,6.9,2.9,25.3,133.5,68.7,108.0,47.0,990.0,3.1,3498.0,3.4,2024-09-29,False,False,True,False,False,False,True
531,4.79,0.24,86.09,90.52,92.53,0.26,6.1,2.8,20.4,129.5,65.5,122.0,50.0,992.0,3.0,3382.0,3.3,2024-09-28,True,False,False,True,False,False,True
532,4.61,0.3,90.53,93.48,97.1,0.29,6.8,2.5,27.2,96.4,76.9,114.0,44.0,944.0,2.8,3976.0,2.9,2024-08-15,True,False,True,False,False,False,False
533,4.96,0.2,90.16,95.71,99.53,0.3,6.8,2.5,20.4,108.9,71.5,127.0,57.0,969.0,2.7,3201.0,3.9,2024-09-17,False,False,True,True,False,True,False
534,5.35,0.28,90.11,95.04,94.64,0.28,6.5,2.0,21.3,143.2,75.0,95.0,50.0,1011.0,3.2,3784.0,3.6,2024-09-28,True,False,True,False,False,False,True
535,5.22,0.22,89.39,94.7,93.31,0.33,6.3,2.1,24.0,148.8,64.5,107.0,49.0,921.0,3.0,3702.0,3.3,2024-09-18,True,False,False,False,False,False,False
536,5.37,0.23,86.12,99.37,93.78,0.31,6.8,2.3,27.2,98.1,65.8,79.0,56.0,967.0,3.2,3943.0,3.3,2024-09-03,False,False,False,False,False,False,False
537,5.04,0.25,89.24,94.76,96.03,0.35,6.9,2.9,28.9,118.1,73.1,124.0,48.0,1189.0,2.9,3601.0,3.6,2024-08-05,True,False,False,False,False,True,False
538,5.45,0.22,94.7,95.21,92.69,0.33,6.6,2.7,23.2,118.9,72.3,94.0,44.0,1188.0,3.0,3734.0,3.1,2024-08-13,False,True,False,False,False,False,True
539,4.86,0.24,90.32,95.44,95.43,0.3,6.1,2.5,21.7,97.6,78.7,106.0,53.0,1021.0,3.4,3638.0,3.7,2024-08-29,False,True,False,False,True,False,True
540,4.87,0.3,95.67,98.54,91.72,0.28,6.3,2.3,28.6,91.9,61.5,86.0,44.0,970.0,3.3,3563.0,2.5,2024-09-07,False,False,False,True,False,False,True
541,4.93,0.24,86.48,96.76,97.02,0.32,6.7,2.0,29.5,138.9,78.1,71.0,59.0,1143.0,3.3,3093.0,3.6,2024-09-21,True,True,False,False,False,True,False
542,5.46,0.27,92.42,99.46,94.43,0.31,6.5,2.9,20.8,120.1,73.7,118.0,52.0,1173.0,3.4,3064.0,3.1,2024-08-27,False,False,True,True,False,False,True
543,4.52,0.23,91.98,99.11,98.47,0.26,6.1,2.6,25.3,106.0,78.0,126.0,48.0,1167.0,2.9,3737.0,3.2,2024-08-30,True,False,False,True,False,False,True
544,4.62,0.29,90.9,97.34,93.67,0.25,6.1,2.5,26.9,110.1,73.9,112.0,54.0,1048.0,3.4,3489.0,3.2,2024-08-17,True,False,False,True,False,True,False
545,4.7,0.23,85.55,96.34,92.49,0.28,6.8,2.3,22.4,100.1,75.5,78.0,49.0,1052.0,3.2,3633.0,3.7,2024-08-05,False,False,False,True,False,False,True
546,4.54,0.23,88.64,91.46,92.89,0.28,6.5,2.7,23.8,133.2,66.7,87.0,51.0,907.0,2.6,3418.0,3.9,2024-08-05,False,False,True,False,True,False,True
547,5.22,0.21,96.0,97.32,96.11,0.33,6.4,2.2,25.1,122.9,70.8,104.0,59.0,1171.0,3.4,3801.0,3.9,2024-08-19,False,True,False,False,True,False,False
548,4.6,0.23,91.44,98.47,95.05,0.32,6.1,2.3,27.3,99.9,67.0,86.0,47.0,1112.0,2.9,3555.0,2.6,2024-09-16,True,True,False,True,False,False,True
549,5.31,0.24,93.43,97.25,92.1,0.34,6.6,2.4,21.8,146.5,75.1,82.0,47.0,1143.0,3.2,3766.0,3.2,2024-09-25,True,False,True,False,True,True,False
550,5.22,0.24,87.75,96.33,99.76,0.28,6.5,2.7,25.4,140.6,75.2,73.0,60.0,1126.0,3.4,3651.0,3.8,2024-09-12,True,False,True,True,False,False,True
551,4.61,0.23,96.39,92.02,90.78,0.33,6.8,2.2,28.5,131.2,70.4,120.0,48.0,958.0,2.8,3505.0,3.3,2024-08-12,False,False,False,False,True,False,False
552,5.31,0.28,92.56,97.81,91.92,0.26,6.9,2.1,22.5,131.7,68.2,123.0,46.0,904.0,2.8,3578.0,3.1,2024-08-15,True,False,False,True,False,False,True
553,5.03,0.29,96.86,92.66,94.62,0.3,6.9,3.0,22.4,133.6,67.6,70.0,40.0,1038.0,3.0,3023.0,3.5,2024-09-13,False,True,False,False,True,True,False
554,4.79,0.26,88.91,91.67,94.07,0.27,6.5,2.2,25.1,99.4,73.4,115.0,42.0,1040.0,2.6,3598.0,2.9,2024-08-16,True,False,False,False,True,False,False
555,5.03,0.25,97.02,95.49,95.83,0.29,6.9,2.8,22.9,140.7,68.6,120.0,56.0,957.0,3.2,3291.0,2.9,2024-08-13,True,False,True,True,False,True,False
556,4.8,0.27,87.99,90.01,97.15,0.27,6.1,2.2,23.8,118.6,60.9,128.0,54.0,997.0,2.8,3449.0,3.4,2024-09-09,False,True,False,False,False,True,False
557,4.65,0.22,96.17,92.56,93.8,0.34,6.7,2.3,26.8,91.2,74.7,99.0,56.0,1186.0,3.4,3909.0,3.3,2024-08-07,False,True,False,True,False,False,False
558,4.86,0.25,93.97,98.84,92.07,0.34,6.8,3.0,28.8,106.8,62.1,77.0,46.0,1084.0,3.3,3899.0,3.4,2024-09-15,False,False,True,False,False,False,True
559,4.51,0.22,86.3,93.63,95.01,0.25,6.3,2.2,26.5,117.9,69.9,96.0,59.0,964.0,3.0,3736.0,3.3,2024-08-26,False,True,False,False,False,False,False
560,5.43,0.24,91.03,90.89,96.09,0.28,6.2,2.5,25.3,94.6,74.0,107.0,44.0,1041.0,3.2,3529.0,3.1,2024-09-18,True,True,False,False,False,False,False
561,4.82,0.26,97.21,96.72,90.75,0.3,6.9,2.1,29.9,146.9,61.6,126.0,47.0,1153.0,2.9,3441.0,3.5,2024-08-15,False,True,False,False,False,True,False
562,5.27,0.2,92.71,91.87,93.46,0.28,6.5,2.3,21.1,98.7,60.7,98.0,59.0,935.0,3.4,3733.0,3.5,2024-09-22,True,False,False,False,False,False,True
563,5.15,0.28,86.39,95.05,96.97,0.31,6.8,2.1,26.9,122.0,67.6,90.0,52.0,1167.0,3.0,3825.0,3.1,2024-09-12,True,True,False,False,True,False,False
564,4.6,0.21,85.67,93.8,93.37,0.32,6.7,2.1,22.2,106.5,71.0,79.0,43.0,1183.0,3.3,3181.0,3.1,2024-08-04,False,False,True,False,True,True,False
565,4.86,0.28,91.63,91.28,97.39,0.29,6.3,2.4,25.0,110.6,64.8,94.0,40.0,1132.0,2.7,3044.0,3.5,2024-09-05,False,False,False,False,False,True,False
566,5.27,0.28,91.42,92.05,97.37,0.32,6.2,2.9,21.0,149.0,77.2,111.0,59.0,1117.0,2.7,3442.0,2.6,2024-09-12,True,True,False,False,True,False,True
567,4.89,0.27,90.02,93.3,95.95,0.34,6.0,2.4,21.6,131.7,62.1,110.0,46.0,960.0,3.4,3019.0,3.2,2024-08-27,True,False,False,False,True,False,True
568,4.52,0.25,91.51,93.22,91.32,0.29,6.7,2.8,25.3,125.4,64.0,87.0,43.0,975.0,2.7,3519.0,3.3,2024-08-12,True,True,False,False,True,True,False
569,5.44,0.22,93.34,98.17,95.6,0.28,6.3,2.0,23.1,134.7,61.0,83.0,54.0,1135.0,3.0,3698.0,3.1,2024-09-24,True,True,False,True,False,True,False
570,4.66,0.24,92.54,99.48,90.69,0.3,6.3,2.5,20.2,108.8,76.4,103.0,49.0,986.0,2.8,3383.0,3.8,2024-08-27,False,False,True,True,False,False,True
571,5.47,0.24,90.11,98.47,94.27,0.31,6.2,2.7,25.3,138.5,75.6,83.0,54.0,1140.0,2.8,3173.0,2.5,2024-08-25,True,False,False,False,False,False,False
572,4.95,0.24,92.21,91.88,98.6,0.28,6.2,2.5,25.0,102.9,65.4,80.0,54.0,1131.0,3.0,3714.0,3.6,2024-09-11,False,False,True,True,False,True,False
573,4.64,0.3,95.67,92.04,91.86,0.26,6.1,2.7,24.7,137.0,74.9,106.0,54.0,906.0,2.8,3638.0,2.5,2024-09-04,False,False,True,False,True,False,False
574,4.53,0.29,93.89,92.65,96.88,0.33,6.3,2.0,29.3,110.7,62.1,100.0,55.0,966.0,2.8,3243.0,4.0,2024-09-13,False,True,False,False,True,True,False
575,4.7,0.26,97.03,91.47,99.71,0.34,6.9,2.2,26.3,135.7,79.7,81.0,55.0,1002.0,2.7,3421.0,3.7,2024-09-16,False,True,False,True,False,False,True
576,4.96,0.25,97.94,93.99,96.15,0.29,6.4,2.7,29.4,122.5,75.4,75.0,44.0,1051.0,2.5,3253.0,3.3,2024-08-20,False,False,True,True,False,True,False
577,4.51,0.23,91.68,95.73,99.26,0.31,6.4,2.9,27.8,102.0,62.6,111.0,51.0,1137.0,3.2,3625.0,4.0,2024-08-08,False,True,False,True,False,False,True
578,5.03,0.21,95.77,92.52,97.77,0.35,6.7,2.6,24.6,111.9,67.1,108.0,55.0,1104.0,2.7,3494.0,3.7,2024-09-15,True,True,False,False,False,False,True
579,4.98,0.25,95.02,96.61,94.09,0.34,6.2,3.0,21.2,90.9,77.8,85.0,55.0,1143.0,3.4,3992.0,2.9,2024-08-21,False,False,True,True,False,False,True
580,5.21,0.21,90.29,98.48,93.68,0.31,6.5,2.6,29.7,93.3,71.5,122.0,50.0,924.0,3.1,3332.0,2.7,2024-09-11,True,False,True,False,True,False,True
581,5.35,0.25,97.13,98.06,96.93,0.25,6.4,2.2,29.1,100.5,65.7,101.0,45.0,963.0,3.1,3089.0,2.6,2024-09-02,True,False,True,False,True,True,False
582,4.87,0.27,92.21,94.23,95.66,0.29,6.9,2.1,26.7,143.5,76.1,81.0,46.0,1115.0,2.6,3812.0,3.6,2024-08-31,True,False,True,True,False,False,True
583,5.23,0.21,94.33,96.8,98.31,0.25,6.0,2.4,21.5,123.5,78.3,93.0,57.0,900.0,2.7,3030.0,3.0,2024-08-27,True,True,False,False,True,True,False
584,5.41,0.21,92.88,94.51,99.38,0.26,6.2,2.0,24.3,106.7,77.4,106.0,52.0,1060.0,2.6,3445.0,4.0,2024-08-10,False,False,False,True,False,False,True
585,5.34,0.29,95.7,91.03,92.27,0.25,6.3,2.1,24.7,130.6,77.5,115.0,59.0,916.0,2.5,3661.0,2.9,2024-09-07,False,False,True,False,False,False,True
586,4.75,0.23,88.51,95.11,94.4,0.3,6.7,2.4,22.5,100.0,67.0,115.0,55.0,1100.0,2.7,3588.0,3.4,2024-08-22,True,False,True,True,False,False,False
587,4.98,0.25,91.39,95.65,97.16,0.26,6.7,2.1,20.7,148.6,79.1,74.0,49.0,956.0,3.0,3830.0,3.9,2024-09-01,False,False,True,False,False,False,False
588,5.13,0.24,92.84,93.12,99.1,0.34,6.6,2.3,22.9,92.0,76.3,97.0,47.0,1041.0,3.3,3125.0,3.8,2024-09-11,True,False,True,False,True,False,True
589,5.4,0.29,90.17,92.17,93.74,0.28,6.2,2.6,24.8,141.9,60.6,109.0,55.0,1128.0,3.4,3729.0,3.9,2024-09-20,True,False,True,True,False,False,True
